Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
39,1,8014,0,1,120,,,,,,119.5,0,0,,,,,25,1,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled
1,1,9147,1,1,136,,,,,,125.9,0,0,,,,,21,0,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02,Graduate
1,1,9254,1,1,133,,,,,,121.5,1,0,,,,,20,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,5,9238,1,1,126,,,,,,121.5,1,0,,,,,18,0,0,6,8,6,11.33333333,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate
17,1,9085,1,1,142,,,,,,132.4,1,0,,,,,18,0,0,6,8,6,13.85714286,0,0,6,15,6,13.1,0,12.4,0.5,1.79,Graduate
17,1,9773,1,1,121,,,,,,122.4,0,0,,,,,18,0,0,6,7,6,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79,Graduate
39,1,8014,0,1,134,,,,,,110,1,0,,,,,24,0,0,6,10,1,10,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
51,1,9147,1,1,140,,,,,,120.4,0,0,,,,,32,0,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92,Graduate
39,1,9254,1,1,133.1,,,,,,105,1,0,,,,,24,0,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,8.9,1.4,3.51,Dropout
1,1,9238,1,1,157,,,,,,137.8,0,0,,,,,18,0,0,6,6,6,13.83333333,0,0,6,7,0,0,0,15.5,2.8,-4.06,Dropout
51,1,9254,1,1,120,,,,,,118,0,0,,,,,28,0,0,6,8,6,12.85714286,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate
17,5,9853,1,1,134,,,,,,122.1,1,0,,,,,18,0,0,6,8,6,11.66666667,0,0,6,9,4,12,0,10.8,1.4,1.74,Dropout
7,1,9853,1,3,140,,,,,,140,1,0,,,,,24,0,0,6,12,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,9085,1,1,133,,,,,,143.2,0,0,,,,,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
39,1,8014,0,1,146,,,,,,120.5,0,0,,,,,44,0,0,6,6,6,14.83333333,0,0,6,6,6,14.16666667,0,10.8,1.4,1.74,Graduate
16,3,9085,1,1,130,,,,,,119.5,1,0,,,,,18,0,0,6,14,6,14.33333333,0,0,6,9,6,12,0,15.5,2.8,-4.06,Graduate
1,1,171,1,1,151,,,,,,147.5,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,6,9773,1,1,133.1,,,,,,129.6,0,0,,,,,22,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,Dropout
18,1,9853,1,1,132,,,,,,126.1,0,0,,,,,18,0,0,7,9,6,12.33333333,0,0,7,7,6,12.66666667,0,11.1,0.6,2.02,Graduate
39,1,9991,0,1,110,,,,,,160,0,0,,,,,44,0,0,5,5,5,11.8,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
39,1,9853,1,19,133.1,,,,,,105.5,0,0,,,,,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32,Dropout
39,1,9853,1,1,110,,,,,,95.5,0,0,,,,,32,0,0,6,6,0,0,0,0,5,10,0,0,0,10.8,1.4,1.74,Dropout
39,1,9003,1,1,133.1,,,,,,107.5,0,0,,,,,35,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,9238,1,1,105,,,,,,106.1,1,0,,,,,20,0,0,6,6,6,11.5,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
39,1,9254,1,1,160,,,,,,116.3,1,0,,,,,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,Graduate
1,1,9500,1,1,144,,,,,,137.4,0,0,,,,,19,0,0,7,7,7,13.54285714,0,0,8,9,8,14.22222222,0,16.2,0.3,-0.92,Graduate
1,1,9254,1,1,100,,,,,,101.8,1,0,,,,,21,0,0,6,8,5,11.6,0,0,6,6,5,13,0,12.4,0.5,1.79,Enrolled
1,2,9773,1,1,143,,,,,,144.1,1,0,,,,,19,0,0,6,7,6,13.66666667,0,0,6,6,6,13.83333333,0,12.7,3.7,-1.7,Graduate
42,1,9003,1,1,160,,,,,,107.8,1,0,,,,,27,0,0,6,10,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
39,1,9853,1,1,140,,,,,,128.2,0,0,,,,,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
17,4,171,1,1,133.1,,,,,,117,1,0,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,9070,1,1,116,,,,,,110.4,1,0,,,,,19,0,0,6,6,6,11.5,0,0,6,8,6,12.28571429,0,8.9,1.4,3.51,Graduate
39,1,9991,0,1,120,,,,,,170,0,0,,,,,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,Enrolled
43,1,9500,1,1,141,,,,,,100,0,0,,,,,18,0,0,7,7,7,11.82857143,0,0,8,10,7,12.9125,0,13.9,-0.3,0.79,Graduate
1,1,171,1,1,110,,,,,,117,1,0,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,2,171,1,1,127,,,,,,133.5,1,0,,,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1,1,9500,1,1,132,,,,,,128,1,0,,,,,19,0,0,7,7,6,12.96666667,0,0,7,7,6,12.96666667,0,7.6,2.6,0.32,Graduate
1,1,9773,1,1,135,,,,,,122.1,1,0,,,,,18,0,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate
17,2,9500,1,1,135,,,,,,133.4,1,0,,,,,19,0,0,7,7,7,14.12571429,0,0,8,8,8,14.36875,0,11.1,0.6,2.02,Graduate
39,1,9254,1,1,140,,,,,,112,0,0,,,,,45,0,4,10,12,5,12.16666667,4,2,8,8,0,0,2,12.7,3.7,-1.7,Dropout
39,1,9085,1,1,133.1,,,,,,130,1,0,,,,,26,0,0,6,17,6,12.66666667,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,Graduate
39,2,9991,0,1,100,,,,,,100,1,0,,,,,51,0,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
39,1,9773,1,19,133.1,,,,,,162,0,0,,,,,49,0,0,6,8,6,12.28571429,0,0,6,7,6,14.16666667,0,10.8,1.4,1.74,Graduate
42,1,9500,1,1,100,,,,,,153,0,0,,,,,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,Enrolled
17,1,9147,1,1,137,,,,,,131.4,1,0,,,,,22,0,0,5,8,2,10,0,0,5,7,1,10,0,7.6,2.6,0.32,Dropout
7,1,9130,1,3,120,,,,,,128.2,0,0,,,,,33,0,1,5,11,2,11.5,1,1,5,8,2,12,0,9.4,-0.8,-3.12,Dropout
10,1,9670,1,1,148.9,,,,,,148.9,0,0,,,,,20,1,0,5,6,5,11.6,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,Graduate
1,4,9238,1,1,134,,,,,,128.4,1,0,,,,,18,0,0,6,6,6,12.5,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
1,5,9853,1,1,128,,,,,,120.3,1,0,,,,,20,0,0,6,9,3,11.66666667,0,0,6,10,2,11,0,10.8,1.4,1.74,Dropout
57,1,9991,0,1,133.1,,,,,,100,0,0,,,,,37,1,5,10,11,7,13.42857143,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate
1,1,9254,1,1,131,,,,,,126.1,1,0,,,,,18,1,0,6,6,6,13.66666667,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
1,3,9254,1,1,118,,,,,,111.7,1,0,,,,,19,0,0,6,6,6,12.5,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate
44,1,9085,1,39,140,,,,,,140,1,0,,,,,21,0,2,6,7,6,13,0,1,6,15,4,12.8,0,12.4,0.5,1.79,Graduate
1,2,9500,1,1,133,,,,,,122.2,0,0,,,,,20,0,0,7,9,6,12.78333333,0,0,8,9,7,12.84285714,0,13.9,-0.3,0.79,Graduate
1,2,9500,1,1,126,,,,,,118.7,1,0,,,,,19,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
17,2,9556,1,1,125,,,,,,121.5,1,0,,,,,20,0,0,7,13,4,13.5,0,0,7,11,4,11.225,0,11.1,0.6,2.02,Dropout
17,4,9500,1,1,138,,,,,,134.5,1,0,,,,,18,0,0,7,7,7,13.45714286,0,0,8,8,8,15.125,0,13.9,-0.3,0.79,Graduate
1,4,9500,1,1,140,,,,,,127,1,0,,,,,19,0,0,8,8,7,13.44285714,0,0,8,8,7,13.44285714,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,124,,,,,,114.2,0,0,,,,,18,0,0,6,13,4,11,0,0,6,12,5,10.83333333,0,15.5,2.8,-4.06,Graduate
17,1,9238,1,1,133,,,,,,125.3,1,0,,,,,18,0,0,6,6,6,11.33333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,Graduate
1,2,9773,1,1,127,,,,,,120.4,1,0,,,,,18,0,0,5,7,2,10,0,0,1,1,0,0,0,12.7,3.7,-1.7,Dropout
1,6,9500,1,1,138,,,,,,123,1,0,,,,,19,0,0,7,10,5,13.44,0,0,7,8,6,13.06666667,0,12.4,0.5,1.79,Enrolled
1,2,9556,1,1,142,,,,,,130.5,1,0,,,,,18,0,0,7,8,7,12.21428571,0,0,8,8,8,14.0625,0,16.2,0.3,-0.92,Graduate
1,1,9070,1,1,130,,,,,,125.5,1,0,,,,,19,1,0,6,6,6,14.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
53,1,9003,1,42,130,,,,,,133.8,0,0,,,,,24,0,7,12,13,12,12.84615385,0,5,11,13,11,12.63636364,0,8.9,1.4,3.51,Graduate
44,1,9085,1,39,150,,,,,,150,0,0,,,,,20,0,2,6,8,6,13,0,1,6,18,2,12,0,12.4,0.5,1.79,Enrolled
1,1,9147,1,1,127,,,,,,130.5,1,0,,,,,21,0,0,5,6,5,12.8,1,0,5,7,4,11.25,0,9.4,-0.8,-3.12,Graduate
44,1,9085,1,39,140,,,,,,140,0,0,,,,,20,0,1,6,13,4,13,0,1,6,11,5,12,0,16.2,0.3,-0.92,Dropout
17,6,9500,1,1,126,,,,,,119.4,1,0,,,,,19,0,0,7,7,7,13.37142857,0,0,8,9,8,13.66666667,0,16.2,0.3,-0.92,Graduate
17,5,9556,1,1,139,,,,,,121.3,1,0,,,,,19,0,0,7,8,7,13.38571429,0,0,8,8,8,13.3875,0,10.8,1.4,1.74,Graduate
1,3,9500,1,1,141,,,,,,126.3,1,0,,,,,18,0,0,8,8,7,13.32857143,0,0,8,8,7,13.32857143,0,12.7,3.7,-1.7,Graduate
1,1,9085,1,1,120,,,,,,111.6,1,0,,,,,19,0,0,6,12,5,14,0,0,6,14,5,11,0,16.2,0.3,-0.92,Graduate
17,4,9147,1,1,120,,,,,,111.3,1,0,,,,,21,0,0,5,5,5,12.6,0,0,5,5,5,13.2,0,8.9,1.4,3.51,Graduate
1,2,9853,1,1,134,,,,,,122.5,1,0,,,,,19,0,0,6,7,6,14,0,0,6,6,6,15,0,15.5,2.8,-4.06,Graduate
1,5,9254,1,1,128,,,,,,116.5,1,0,,,,,18,0,0,6,7,6,13.42857143,0,0,6,6,6,12.66666667,0,8.9,1.4,3.51,Graduate
17,5,9070,1,1,133,,,,,,132,1,1,,,,,17,0,0,6,6,6,13,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Graduate
18,4,9853,1,1,123,,,,,,123.7,1,0,,,,,19,0,0,6,8,5,12.66666667,0,0,6,8,5,11,0,15.5,2.8,-4.06,Enrolled
17,6,9147,1,1,118,,,,,,117,1,0,,,,,23,0,0,5,9,3,10,1,0,5,9,3,12.33333333,0,9.4,-0.8,-3.12,Dropout
1,1,9670,1,1,113,,,,,,116.5,1,0,,,,,19,0,0,6,7,6,12.83333333,0,0,6,10,6,11.77777778,0,8.9,1.4,3.51,Graduate
1,1,9500,1,1,135,,,,,,121.5,1,0,,,,,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,Graduate
1,1,9670,1,1,133.1,,,,,,105,1,0,,,,,20,0,0,6,9,6,13.28571429,0,0,6,8,5,13.8,0,15.5,2.8,-4.06,Graduate
1,3,9085,1,1,130,,,,,,121.3,1,0,,,,,19,0,0,5,6,5,14.6,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
1,1,9238,1,1,135,,,,,,136.1,1,0,,,,,18,0,0,6,6,6,14,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
17,2,9238,1,1,133,,,,,,123.6,0,0,,,,,19,0,0,6,7,6,14.14285714,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
1,4,9238,1,1,123,,,,,,129,1,0,,,,,19,0,0,6,8,6,11.66666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
17,1,9500,1,1,145,,,,,,136.8,1,0,,,,,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,-3.12,Graduate
17,2,9500,1,1,146,,,,,,133.4,1,0,,,,,18,0,0,7,8,7,12.5,0,0,8,9,7,13.04285714,0,13.9,-0.3,0.79,Graduate
1,5,9500,1,1,144,,,,,,136,1,0,,,,,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
1,1,9500,1,1,144,,,,,,125.8,0,0,,,,,19,0,0,8,12,7,12.47142857,0,0,8,12,7,12.47142857,0,12.7,3.7,-1.7,Graduate
1,1,9500,1,1,131,,,,,,120.5,0,0,,,,,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
1,2,9500,1,1,141,,,,,,130.2,1,0,,,,,21,0,0,7,11,7,14.07222222,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06,Graduate
1,3,9773,1,1,138,,,,,,135.9,1,0,,,,,18,0,0,6,7,6,14.85714286,0,0,6,6,6,14.66666667,0,13.9,-0.3,0.79,Graduate
1,1,9773,1,1,127,,,,,,116.5,0,0,,,,,19,0,0,6,7,6,14.28571429,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,Graduate
1,4,9773,1,1,124,,,,,,124,0,0,,,,,18,0,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,Dropout
7,1,8014,0,3,140,,,,,,140,0,0,,,,,30,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
17,1,9130,1,1,157,,,,,,150.9,1,0,,,,,18,0,0,6,8,6,15,0,0,6,8,5,15.16666667,0,13.9,-0.3,0.79,Dropout
1,3,9500,1,1,129,,,,,,127.3,1,0,,,,,20,0,0,7,7,6,12.63333333,0,0,7,7,6,12.63333333,0,7.6,2.6,0.32,Graduate
39,1,9670,1,19,133.1,,,,,,100,0,0,,,,,25,0,0,5,5,5,11.2,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Dropout
1,5,9500,1,1,142,,,,,,128.8,1,0,,,,,18,0,0,7,7,6,14.23333333,0,0,7,7,6,14.23333333,0,7.6,2.6,0.32,Graduate
1,3,9085,1,1,133,,,,,,119.7,1,0,,,,,21,0,0,5,13,5,12.2,2,0,5,10,3,11.33333333,1,9.4,-0.8,-3.12,Enrolled
1,1,9500,1,1,156,,,,,,140.8,0,0,,,,,18,0,0,8,8,7,15.7,0,0,8,8,7,15.7,0,12.7,3.7,-1.7,Graduate
1,1,9500,1,1,151,,,,,,138,1,0,,,,,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32,Graduate
17,1,9853,1,1,135,,,,,,132.9,1,0,,,,,29,0,0,6,9,6,16.33333333,0,0,6,8,5,15.6,0,12.7,3.7,-1.7,Dropout
43,1,9130,1,1,140,,,,,,140,0,0,,,,,20,0,10,17,29,14,12.5625,4,7,12,24,12,12.85714286,1,15.5,2.8,-4.06,Graduate
7,1,9500,1,3,140,,,,,,140,0,0,,,,,26,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
1,2,9238,1,1,100,,,,,,99.3,1,0,,,,,21,0,0,6,8,5,12.4,0,0,6,6,6,12,0,12.4,0.5,1.79,Graduate
18,1,9500,1,1,126,,,,,,119.3,0,0,,,,,19,0,0,8,9,8,13.78125,1,0,8,9,8,13.78125,1,9.4,-0.8,-3.12,Graduate
17,2,9254,1,1,123,,,,,,113.2,1,0,,,,,19,0,0,6,10,6,12.16666667,0,0,6,8,5,11.66666667,0,16.2,0.3,-0.92,Dropout
17,1,9773,1,1,133.1,,,,,,117,0,0,,,,,21,0,0,6,8,5,11.8,0,0,6,8,5,11.83333333,0,15.5,2.8,-4.06,Enrolled
18,1,8014,0,1,137,,,,,,123,0,0,,,,,20,0,0,6,13,4,10.8,0,0,6,15,4,12,0,16.2,0.3,-0.92,Graduate
1,6,9500,1,1,138,,,,,,127.2,1,0,,,,,18,0,0,7,8,7,13.26,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate
1,2,9773,1,1,128,,,,,,141,1,0,,,,,20,0,0,6,10,4,12,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,Dropout
1,1,9238,1,1,136,,,,,,121.7,0,1,,,,,20,0,0,6,9,6,11.875,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
43,1,9500,1,1,127,,,,,,121.1,0,0,,,,,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
16,1,9070,1,1,145,,,,,,146.1,1,0,,,,,18,0,0,6,6,1,15,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled
1,1,9773,1,1,140,,,,,,142.5,1,0,,,,,18,0,0,6,6,6,13.33333333,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12,Graduate
17,1,9085,1,1,138,,,,,,126.8,1,0,,,,,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled
44,1,9085,1,39,150,,,,,,150,1,0,,,,,22,0,2,6,7,6,14.42857143,0,1,6,9,5,13,0,13.9,-0.3,0.79,Graduate
44,3,9085,1,39,150,,,,,,150,1,0,,,,,19,0,0,5,10,1,13,1,0,5,8,3,15.33333333,0,12.7,3.7,-1.7,Enrolled
17,1,9003,1,1,131,,,,,,134.5,1,0,,,,,19,0,0,6,7,6,15,0,0,6,8,6,14.33333333,0,12.4,0.5,1.79,Graduate
1,2,9556,1,1,136,,,,,,129.5,1,0,,,,,18,0,0,7,9,7,15.15555556,0,0,8,8,8,16.8,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,117,,,,,,113.2,1,0,,,,,20,0,0,6,8,6,10.66666667,0,0,6,7,6,11.85714286,0,11.1,0.6,2.02,Graduate
17,1,9853,1,1,158,,,,,,140.2,1,0,,,,,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Dropout
17,2,9670,1,1,129,,,,,,119.2,1,0,,,,,21,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,9238,1,1,140,,,,,,140.7,0,0,,,,,19,0,0,6,7,6,12.28571429,0,0,6,7,6,12,0,12.4,0.5,1.79,Graduate
1,5,9500,1,1,141,,,,,,142.3,1,0,,,,,18,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Dropout
1,4,9773,1,1,132,,,,,,129.9,1,0,,,,,18,1,0,6,6,6,12.66666667,0,0,6,8,5,14.4,0,7.6,2.6,0.32,Graduate
17,1,171,1,1,133,,,,,,134.8,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
17,1,9085,1,1,109,,,,,,104.1,1,0,,,,,21,0,0,6,16,2,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
1,1,9147,1,1,135,,,,,,122.4,0,0,,,,,19,0,0,5,10,5,10.875,0,0,5,8,4,12.4,0,13.9,-0.3,0.79,Graduate
1,1,9147,1,1,122,,,,,,120.6,1,0,,,,,19,0,0,5,5,5,12.8,0,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Graduate
17,3,9238,1,1,118,,,,,,112.4,1,0,,,,,19,0,0,6,10,5,11.28571429,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
1,1,171,1,1,174,,,,,,157.9,0,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
43,1,9254,1,1,142,,,,,,125.9,0,0,,,,,19,0,0,6,0,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
17,2,9500,1,1,131,,,,,,118.4,1,0,,,,,20,0,0,7,9,6,13.76666667,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,Dropout
1,3,9500,1,1,139,,,,,,130.8,1,0,,,,,18,0,0,8,9,6,12.75833333,1,0,8,9,6,12.75833333,1,9.4,-0.8,-3.12,Dropout
1,1,171,1,1,170,,,,,,176.7,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,9070,1,1,182,,,,,,156.8,1,0,,,,,18,0,0,6,6,6,12.66666667,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate
1,1,9085,1,1,125,,,,,,126.8,0,0,,,,,18,0,0,6,13,6,12,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
1,1,9238,1,1,142,,,,,,128,0,0,,,,,19,0,0,6,8,6,12.25,0,0,6,8,6,12,0,16.2,0.3,-0.92,Graduate
1,2,9147,1,1,119,,,,,,113.8,1,0,,,,,20,0,0,5,8,3,11.33333333,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Graduate
17,5,9500,1,1,128,,,,,,120.8,1,0,,,,,19,0,0,7,9,7,13.50714286,0,0,8,12,8,13.05,0,16.2,0.3,-0.92,Graduate
1,3,9500,1,1,150,,,,,,130.8,1,0,,,,,18,0,0,8,8,7,13.61428571,0,0,8,8,7,13.61428571,0,12.7,3.7,-1.7,Graduate
39,1,9254,1,1,133.1,,,,,,101,0,0,,,,,25,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
17,5,9070,1,1,131,,,,,,126.1,1,0,,,,,18,0,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate
1,5,9773,1,1,118,,,,,,113.8,1,0,,,,,19,0,0,6,7,6,12.33333333,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
17,2,9556,1,1,122,,,,,,118.3,1,0,,,,,19,0,0,7,7,7,11.97142857,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
1,1,9147,1,1,116,,,,,,127.9,0,0,,,,,20,0,0,5,12,2,13,1,0,5,13,2,11.5,0,9.4,-0.8,-3.12,Dropout
17,5,9500,1,1,137,,,,,,131.1,1,0,,,,,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,Enrolled
17,4,9085,1,1,128,,,,,,117.9,1,0,,,,,20,0,0,5,12,2,13.5,0,0,5,12,5,11.28571429,1,10.8,1.4,1.74,Graduate
17,1,9238,1,1,123,,,,,,115.7,1,0,,,,,21,0,0,6,8,6,12.16666667,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate
1,2,171,1,1,133.1,,,,,,141,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
39,1,8014,0,12,110,,,,,,120,0,0,,,,,42,0,0,6,6,6,11.66666667,0,0,6,6,6,13.66666667,0,10.8,1.4,1.74,Graduate
17,1,9130,1,1,143,,,,,,131.8,1,0,,,,,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled
1,1,9070,1,1,150,,,,,,131.1,0,0,,,,,19,0,0,6,7,5,13.4,0,0,6,6,6,12.83333333,0,15.5,2.8,-4.06,Graduate
1,6,9254,1,1,129,,,,,,117.8,1,0,,,,,18,0,0,6,11,6,12,0,0,6,11,4,12.5,0,8.9,1.4,3.51,Graduate
10,1,9085,1,1,140,,,,,,140,1,0,,,,,21,0,0,5,6,5,14.2,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
1,1,9238,1,1,133.1,,,,,,108,0,0,,,,,20,0,0,6,8,6,12.125,0,0,6,7,6,14.42857143,0,16.2,0.3,-0.92,Graduate
1,1,9853,1,1,132,,,,,,122.9,1,0,,,,,20,0,0,7,7,7,13.85714286,0,0,7,7,7,13.28571429,0,11.1,0.6,2.02,Graduate
44,1,9085,1,39,130,,,,,,130,1,0,,,,,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,Enrolled
1,4,9500,1,1,137,,,,,,126,1,0,,,,,19,0,0,7,9,7,14.28333333,0,0,8,9,8,13.12555556,0,15.5,2.8,-4.06,Graduate
42,1,9238,1,1,133.1,,,,,,134,0,0,,,,,21,0,10,13,21,11,13.27272727,0,6,11,13,9,13,0,7.6,2.6,0.32,Graduate
1,1,9070,1,1,143,,,,,,134.3,1,1,,,,,19,0,0,6,6,6,14.66666667,0,0,6,7,6,15.14285714,0,8.9,1.4,3.51,Graduate
1,1,9500,1,1,148,,,,,,138.7,0,0,,,,,19,0,0,7,10,7,15.115,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,Graduate
17,2,171,1,1,137,,,,,,143.3,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
44,1,9085,1,39,160,,,,,,160,1,0,,,,,22,0,1,6,13,6,15,0,1,6,7,6,13.14285714,0,16.2,0.3,-0.92,Graduate
1,2,9853,1,1,112,,,,,,111,0,0,,,,,21,0,0,6,8,5,13.2,0,0,6,9,5,14.33333333,0,9.4,-0.8,-3.12,Graduate
17,4,9254,1,1,133,,,,,,128.5,1,0,,,,,18,0,0,6,14,2,11,0,0,6,14,3,10.33333333,0,7.6,2.6,0.32,Dropout
1,4,9500,1,1,142,,,,,,133,0,0,,,,,20,0,0,8,8,7,14.56571429,0,0,8,8,7,14.56571429,0,10.8,1.4,1.74,Graduate
17,2,9670,1,1,123,,,,,,114.6,1,0,,,,,18,0,0,5,8,3,12,0,0,5,6,4,10.75,0,7.6,2.6,0.32,Dropout
17,1,9238,1,1,103,,,,,,104.1,0,0,,,,,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
